,pre_turn_1,pre_turn_2,pre_turn_3,pre_turn_4,question,answer,after_turn_1,after_turn_2,after_turn_3,after_turn_4
3375, , ,你好呀！,嗨，你好。,你也在关注这场比赛啊？你平时喜欢足球吗？,不是很喜欢，无聊的时候看看，塞维斯杯这场赛季很激烈啊，还是看不太懂啊。,这场比赛争夺八强席位，感觉每个战队都准备很充分啊，气势很强。,嗯嗯，德约竟然横扫拜赫，这可是出乎意料，德约这场真的发挥出超强水准了。,回首看看国足，真的不堪一击啊，太让人失望了。,前段时间国足和叙利亚比赛，国足输球了，但是这也正常不难想象。
3376,普京以前还进入了列宁格勒情报机关机要部门，做过间谍工作，收集当时西德的经济谍报。,不过他的人生经历是真的丰富啊，普京最喜爱的运动是柔道，还是柔道八段呢，跆拳道黑带九段。,哈哈，他还会飞镖捕鲸，玩赛车，还获得木匠证书。,嗯嗯还参加过冰球比赛呢，这真的是最全能的总统啊，感觉无所不能。,我超喜欢普京的，在澳大利亚第九次会议的时候他提前离席了，你知道为什么吗？,不知道，不过感觉他很逗啊，很厉害，都当总统20年了。,那是因为他说需要补觉，困了。这可真的顽皮了。,哈哈哈好吧，普京小时候就特别顽皮，小学六年级才当上少先队员。,那也挺好的，可算是抓住了少先队员最后的尾巴。,嗯嗯，我还有事不聊了拜拜。
3377,你也在看国际新闻吗？,我也是只是耍抖音的时候翻了翻国际的一些新闻。,好巧啊，我也喜欢玩抖音，还可以了解下时事。,最近不是有个国际新闻点赞比较多吗？你知道不？,什么新闻？是那个朝鲜研究武器的事吗？不是一直在研究吗？,不是，最近不是抖音上说美国反兴奋剂组织呼吁彻底禁止俄罗斯运动员参加奥运会的事，你也不知道吗？,哦，原来是这个事啊。这个我也了解。,关键我是觉得这个和俄罗斯运动员吃兴奋剂没有关系吧！,对啊，其实就是美国的一个阴谋，主要是遏制俄罗斯 的发展。,欧美国家其实一直都对俄罗斯不报有好感，这个其实一直都是正常的吧！
3378, , ,你好。,你好。,最近有关阿里巴巴的新闻你看了吗？,看了一点，其他的后面就没有看完。,阿里影业的大宣发体系持续释放出行业影响力，互联网宣传发行业表现依然抢眼。,还有就是淘票票×优酷双平台通过逐步打通与绑定，已成为了国内最大的宣发阵地及观影决策平台。,现在看电影在网上购票的人群占比90%以上，票务服务成为阿里影业互联网宣发业务的主要营收来源。,对，连云智系统商服务与内容宣发服务及参投业务方面。
3379,是啊，虽然琳达·汉密尔顿外表年迈，但是她的战斗力却是一级棒的。,而且还听说这次电影里面琳达·汉密尔顿不再是一个人战斗，终于给她配了队友。,你越说我就越期待看这部剧啊！,哈哈哈，我也很期待啊，反正这次观看感我是抱很大希望去看的。,咋呢？这次的3D效果很好吗？,不是啊，这次他们为了影片效果都放弃了转制3d呢，你男朋友没有告诉你吧。,原来这就是我男朋友说的惊喜啊，他就是给我说还有一个惊喜，就是这个呀！,对呀，很棒吧？肯定比之前的观看感还要棒很多呢！,非常棒！这次我终于可以不晕3d了，哈哈哈！真开心！,你看看你的电影是几点呢？我是3，30的，时间一起可以一起看呢。
3380,我知道琳达·汉密尔顿，他演过真人版的《美女与野兽》。,对的，她还是世界著名导演James Francis Cameron的第四任妻子，还有《天崩地裂》等也是她演的。,阿诺德·施瓦辛格美国好莱坞男演员，拍摄第一部影片是《大力神在纽约》。,麦肯兹·戴维斯出演过《奔腾年代》、《火星救援》、《雪上加霜》等作品。,这个里面的《奔腾年代》是蒋欣和佟大为演的那部电视剧吗？,不是的，这是另一部，跟你说的是不一样的，但你说的那个我看了。,是不是很好看，里面还挺搞笑的呢。,对，我有点事，下次我们在聊，再见。, , 
3381,你好啊！,你也一个人来食堂吃饭呀，我可以坐你旁边吗？,当然可以啊！坐吧。,你最近又在看篮球比赛吗？,有啊，一直都有在看cba的比赛，你也在看吗？,我在看，不过我没有怎么看CBA的比赛都是看NBA比赛比赛比较多。,那样啊，NBA我刚好和你相反的，我看CBA比较多，你自己也打篮球吧?,这么明显就看出来的吗？我可是我们学习篮球队的。,当然明显啦，你的发带就是很运动的啊，而且你人又这么帅。,虽然你说的是实话，不过不得不夸奖一下你，真的很有眼光。
3382, , ,哈喽，你好,嗨，你好呀,我看你在关注这条新闻耶，你很喜欢林志玲吗？,不是啊，我比较喜欢看八卦新闻，没事翻翻新闻看看，吃瓜。嘻嘻,哈哈，我也喜欢吃瓜呢。不过林志玲的身材真的好好，长得又漂亮，不愧是娱乐圈的冻龄女神,是啊，真不知道她是怎么保养的，完全看不出她的实际年龄,明星都有自己的保养方法，而且为了美丽钱完全不是问题,也是。林志玲好像有40岁了吧，以前还很好奇林志玲到底想找什么样的男朋友，没想到她竟然找了日本人
3383, , ,嗨！,你好！,你也在看南方车站的聚会吗？,我还没有看，在看胡歌拍过的电影介绍。,哦哦，这部电影讲的是一个偷车党的自我救赎。,是胡歌演的应该都还不错。,毕竟他是演技和颜值都双双上线的艺人了。,对啊，我第一次认识他还是在仙剑奇侠传中。
3384, , ,你好呀。,嗨，你好。,你也在关注这个新闻啊？你平时喜欢看这类的吗？,不是，因为最近家里装修，想买一个音响，所以看看这些。,好吧，我觉得这个sonos的新品音响就不错啊，也不是很大，而且还是无线网音响。,是还可以，这款Sonos One SL也刚发布，跟之前的play1相比确实好很多。,那是肯定啊，全面升级了，而且还可以智能化的轻松控制，我也好想买一个哈哈。,嗯嗯，还有防潮的技术，我们家就是有点潮，这点我很满意。
3385, , ,你好呀。,你好！,你也在关注这个新闻啊？你平时喜欢关注体育新闻吗？,不是很关注，但是这个中国足球嘛，而且这个新闻闹得还是挺大的。,嗯嗯，国足又离世界杯远一步了，还是很让人失望的，国足不应该这样一直失误啊。,中国足球已经不是第一次这样输球了，习惯了。不过这次真的可以看出国足的正真实力啊。,主帅里皮都说国足遇上稍微强一点的对手就不知道怎么踢球了，感觉真的凉凉了呀。,而且叙利亚还是一个正在打仗的国家，这样也能输！
3386,我每天基本都会去跑一会，做一点普通训练。,我业余生活比较丰富，打篮球踢足球健身我都会去，分配的比较均匀。,我就不像你啦，我唯一坚持并且喜欢的就是健身了，我觉得这是唯一能让我放松情绪的东西。,为什么呢？,你难道不觉得肌肉撕裂的感觉很爽很舒服吗？,哇我不觉得饿，我甚至觉得有点难受弄得。,不会的，你练久了就会觉得，真的非常舒服而且会上瘾。,哈哈哈哈。那我有空去试试看。,我还有点事先走咯，拜拜。,拜拜。
3387, ,嗨，你好。,你好。,这电视上的是江苏苏宁的教练奥罗拉尤吗？,对啊，你也看了这场比赛吗？,没有看，我之前看过他们的比赛，太失望了就很久都没看过了。,这场比赛还好，刚开始踢球的时候不行，但后来还是拿下了三分。,居然还拿下了三分不容易啊。,今年还派出了年轻的球员谢志伟，我看奥拉罗尤对他的点评很不错。,在不错我也不想看国足了，我最近在开始看乒乓球了。
3388, , ,嗨，你好。,你好啊。,你也在看这篇文章啊，在关注这方面的内容吗？,不小心点到的，但是对这篇还挺感兴趣的，猛犸象不是已经灭绝了嘛。,是的，在一万多年前就灭绝了，冰川时代的时候。,我看网上的资料猛犸象长的好凶猛啊，而且还有毛，比现在的大象还要大很多。,科学家不是说我们这一代还可能看到克隆猛犸象嘛。,我觉得也就那样吧，我都能想想出来，冰川时代动画你看过吗？
3389,不小心点到的，但是对这篇还挺感兴趣的，猛犸象不是已经灭绝了嘛。,是的，在一万多年前就灭绝了，冰川时代的时候。,我看网上的资料猛犸象长的好凶猛啊，而且还有毛，比现在的大象还要大很多。,科学家不是说我们这一代还可能看到克隆猛犸象嘛。,我觉得也就那样吧，我都能想想出来，冰川时代动画你看过吗？,没有欸，我没看但是你说起我就有点想看了。,里面的猛犸象曼尼是影片一哥，核心男一号的地位。,我知道里面有个大象，它是猛犸象啊。,对啊，冰川时代嘛，哪个时候正好是猛犸象存在的时候。,我觉得这个适合小朋友看，我看动画片自己看看不进去。
3390, , ,哈喽小姐姐。,你好呀。,请问这里有人坐吗？,没有，请坐吧。,哎，小姐姐你也在看这条新闻啊?,是啊没吃饭不是没啥事儿做嘛我就看着玩玩。,这样啊，这个新闻我昨天也看了，感觉现在科技真的而越来越发达了。,是啊，医疗科技越发达越好，以后人们就不用怕生病了。
3391,"是呀,今天刚好周五,学校没怎么有人,就想踢会.","哦,是这样呀,其实,我也是一个足球迷呀.","哦,是吗?那要不和我踢一会吧!","这个当然可以呀,但你要等我一下,因为我要热一下身.",那我也热一下身吧!你最近有看C罗报道吗?,"没有我最近很忙.所以没时间看呀,是什么报道呀.","就是C罗加入尤文迪巴拉在433阵容中失宠,还差点离队呀.","那你听说最近C罗和萨里有矛盾不,最近萨里老是在赛场上换掉C罗呀.","恩,是呀,萨里在本赛季中呀,都没太重视迪巴拉.","是呀,你应该踢足球打篮球很厉害吧!"
3392, , ,你好啊。,你好。,平时会关注娱乐圈的一些相关新闻嘛？,刷微博会看看，其他时候不会主动去关注这类新闻。,高以翔录制《追我吧》节目的时候晕倒，抢救无效离世这个你知道吗。,当时微博都上热搜了，肯定知道的啊。,好可惜啊，那么好好的一个演员就这样离我们而去了。,对啊，出了这个事情的时候浙江卫视不是许多黑料被曝光嘛。
3393, , ,hello，你好,你好！怎么？,我看你在看这个新闻，你对这个篮球比赛感兴趣吗？,不啊~我看到这个快船，我还以为是什么勒，结果是有一个篮球队,是啊，这个队还是洛杉矶的哦~，这个队里面还有保罗●乔治勒,这我不知道，没有注意过，这个很厉害吗？,当然了，那在你没有看过他们的比赛，虽然可能没有其他球队好，但是这个球队确实也是挺不错的一个球队,我对这个不是很感兴趣，不过你提及那个保罗，我想起来有一部喜剧片就是这个名字
