,question,answer
29135,네 그러면 선생님 제가 정확하게 확인위해서 혹시 차량번호 확인 가능하겠습니까,그 죄송해요 서류나 그런거만 네 알려주세요
29137,네 그러면 살게요,네 바로 드릴게요
29146,네 그랜져 차량 맞습니까?,예
29147,네 그랜저 이천십오년식 맞나요 선생님,예예
29154,네 그냥 농도는 기본으로 해주세요,네 필요하시면 말씀해주세요
29155,네 그것으로 주세요,네 알겠습니다
29156,네 그것도 한번 보여주세요,네 잠시만 기다려주세요
29157,네 그것도 속 굽 있는 걸로 부탁드려요,네
29161,네 그걸로 주세요,네 4000원입니다
29162,네 그걸로 결제해 주세요,네 잠시만요
29172,네 그 저 성서 차량등록사업소가 그 칠사구에 일구오일입니까?,네 성서에 이전등록 담당자는요 칠사구번에 일삼이일번부터 육번까지 있습니다.
29174,네 그 저 내차가 이게 좀 그 공동명의로 해놨지싶은데 이게 그 집사람 이름인지 딸래미 이름으로 해놨는지 그거를 몰라가지고,예 확인 감사합니다 선생님 말 방금 말씀해주신 이용희님과 이혜민님으로 되어있으십니다
29178,네 그 자동차 명의변경을 하게되면 내일 하루 아침에 가서 신청하게되면 하루만에 됩니까 날짜가 하루에 찍혀요,아 그때 그부분은 선생님 죄송합니다만 당이되는 경우도 있지만 그렇치않은 경우도 종종 또 적게나마 있기때문에 본소로 한번
29179,네 그 유아들 여권신청하면 사진말고 제가 또 가지고 가야되는 서류나 이런게 있나요,아 네 그럼 만 팔세미만에 해당이 되는 부분이고 그러시다면 친권자분께서 신청을 해주시면 되는데 그 아이에 미성년자 여권용 사진 두장과 친권자분께서 신분증 지참하셔서 오시면 됩니다
29182,네 그 에스엠 파이브 맞습니까?,예예
29189,네 그 돼지고기는 안 들어가죠?,네
29190,네 그 달성군 가창면이라고 하셨구요,네
29191,네 국수 주실 때 앞접시도 같이 주세요,네
29193,네 교통이 편한 곳으로 부탁드려요,네 연락드리겠습니다
29194,네 괜찮습니다 스트로베리 판케잌 6조각으로 해서 개별 포장 부탁드립니다,네 잠시만 기다려주세요
29196,네 과표조회 하나 할께요,네 그랜져 차량 확인되고 있구요 이천팔년식차량 확인되고 있습니다 과표조회 해보겠습니다 과표가 사백이십사만육천원 확인되고 있습니다
29202,네 과표 좀 알아볼려고요,네 기다려 주셔 감사합니다 이천십오년도는 삼천이백삼십육만칠천원입니다
29206,네 과표 좀 안내 해 주세요,네 바로 확인하겠습니다 아 네 금액이요 천팔백칠십삼만이천원 확인됩니다
29207,네 과표 조회 좀 할게요,예 이거를 제가 조회 한번 해 보겠습니다 이천십이년식으로 확인되고요 현재 과표금액은 천육만원으로 확인되시거든요
29208,네 과표 금액 좀 알아보고요,네 현재과표는 오백육십이만 사천원입니다.
29212,네 고맙습니다 여기 반찬도 파시는가보죠?,네
29213,네 고맙습니다 그리고 시각장애인 사급은 그거 매주내는거 맞죠,네 시각장애인 사급이면서 지금 세금감면되는 차량이 육인승 이하 승용차는 이천시시 이하이구요 십인승 자동차고 그리고 십오인승이하 승합차 일톤이하 화물차라면은 예 세금감면 가능하세요
29216,네 고객님 한번 착용해 보시겠어요?,네
29217,네 고객님 포인트 적립하시겠어요?,네 번호로 할게요
29218,네 고객님 테이크아웃 하시나요?,아니요 마시고 갈 거예요
29219,네 고객님 임신 중이시면 넉넉한 사이즈로 나온 이 옷은 어떠세요?,이거 괜찮네요
29221,네 고객님 선물하시는 거라면 선물용 포장으로 도와드릴까요?,네 그럼 감사하죠
29222,네 고객님 사이즈는 톨 사이즈 괜찮으신가요?,네 괜찮아요
29228,네 고 내용 확인 도와드리겠습니다. 선생님 주소 확인 부탁드리겠습니다.,네 진천동요 달서구 진천동 상하로 구길
29235,네 계산은 마지막에 할게요,네 알겠습니다
29239,네 결제는 카카오 파이로 해도 되나요?,네 됩니다
29240,네 결제는 카드로 할게요,네 감사합니다
29241,네 결제는 카드로 할게요,네 결제 완료되었습니다
29245,네 결제는 삼성페이로 해도 되나요?,네 그럼요
29246,네 결제는 삼성페이로 하고 싶은데 가능한가요?,네 가능합니다
29252,네 개미 약만 주세요,네 여기 있습니다
29253,네 같이 오시면 그냥 신분증이랑 네 가지고 오시고 차 받으시는 매수인은 책임보험가입하시고 그 그분은 같이 방문하십니까?,예예
29255,네 감사합니다. 선생님 이 차량 샘 개인하고 개인으로 이전하시는 거 맞으십니까?,네
29257,네 감사합니다.  선생님 차 잠시만 하나만 여쭤볼게요 혹시 차량번호가 앞에 지역붙는 지역번호판은 아니시죠.,아니예요
29259,네 감사합니다 영수증 조금만 주세요,네
29260,네 간짜장은 없는가봐요?,네 간짜장은 없어요
29262,네 가방은 따로 맡아주실 수 있나요?,네 사물함에 넣어주시고 열쇠는 가지고 계시면 됩니다
29274,네 가격들은 이동하면서 알려주시겠어요?,네 알겠습니다
29283,네 3구 자리 나면 알려주세요,네 바로 안내해 드리겠습니다
29284,네 3개월 할부해주세요,네 서명해주세요
29285,네 3600원이고 현금영수증 가능하신데 입력 해드릴까요?,네 현금영수증 입력 해주세요
29286,네 2층이 넓은가요?,네 2층에 자리 많아요
29287,네 2만 원 충전해주세요,네 알겠습니다
29289,네 20분 뒤에 오면 될까요?,네 20분 뒤에 오셔서 성함 다시 한번 말씀해 주세요
29290,네 1억에 50짜리 방배동이요,네 그 방 오늘 보실 수 있으세요
29292,네 15년식맞습니까?,네
29293,네 105 사이즈 한번 입어볼게요,네 잘 맞으시네요
29295,네  여기서 쳐도 되죠?,네 거기에서 치면 됩니다
29296,네  앞머리는 기르시나요?,네 앞머리는 기르는 중이니깐 다듬어만 주세요
29301,넓지 않아도 좋은데 찾아봐 주시겠어요?,네 잠시만요
29307,너무 큰 거 아니에요?,원래 이런 스타일로 입는거예요
29309,너무 찐해서 그러는데 미지근한 물 좀 넣어 주세요,"네, 물 넣어드릴게요"
29310,너무 짧게는 말고 턱 선 밑까지만 잘라주세요,네 저만 믿으세요~
29312,너무 좋은 것 같아서 바로 결제하고 싶어요,네 결제 도와드리겠습니다
29314,너무 저렴한 거 같은데 혹시 저렴한 이유가 있나요?,주인이 급하게 처분해야 해서 싸게 내놓은 거예요
29317,너무 오래 걸리는데 빨리 부탁드릴게요,네 알겠습니다
29320,너무 사고 싶은데 무이자 할부 가능한가요?,네 가능하지만 카드사에 따라 다릅니다.
29330,너무 뜨거워서 그런데 여기 얼음 세 개만 넣어주세요,네 넣어 드리겠습니다
29332,너무 끼이시면은 35 하시는 게 좋겠어요 쿠션 넣고 사이즈 줄여드릴게요 ,이제 편하네
29336,냉짬뽕은 여름에만 되는가보죠?,네
29337,냉장보관 안 하고 상온인가요?,네 실온보관 하시면 돼요
29338,냉장고하고 다 있죠?,"네, 냉장고는 방에 있어요"
29339,냉장고도 있나요?,"네, 냉장고 있어요"
29340,냉장고도 있나요?,"네, 방에 냉장고 있어요"
29341,냉장고도 다 구비가 되어있죠?,"네, 방에 냉장고 있어요"
29342,냉장고는 있나요?,"네, 냉장고는 방에 있어요"
29344,냉장고 안에 있는 음료는 가져가도 되나요?,"네, 드실 만큼 가져가셔도 돼요"
29345,냉모밀이네 따뜻하게는 안돼요?,네 따뜻하게는 안돼요
29346,냉면이랑 똑같은데 재료가 다르다는거죠?,네
29348,냉면 하나 주세요,네
29349,냉면 돼요?,네 돼요
29350,냉면 돼요?,네 됩니다
29355,냅킨 조금 더 넣어주세요,네
29356,냅킨 가져가도 되죠?,"네, 냅킨 가져가셔도 됩니다"
29359,내하고 우리 집사람하고 가면 돼요,네
29367,내일도 예약이 다 차있나요?,"네, 내일, 모레까지 예약이 꽉 차 있어요"
29368,내일도 영업하세요?,네
29374,내일 주말에도 해요?,"네, 내일 오전에는 예약없이 오셔도 됩니다"
29377,내일 저녁까지 가능한가요?,네 혹시나 불가능할 경우 연락을 드리겠습니다
29378,내일 저녁 6명으로 바베큐 예약해주세요,"네, 알겠습니다"
29379,내일 잠실역 바로 앞에 생긴 오피스텔을 같이 가주세요,네 내일로 약속을 잡겠습니다
29380,내일 이사를 갈라고 그러는데 이것도 정산을 하고 가야 되는가 싶어서,아 네 선생님 그러면 이사하실 때 계량기 숫자 확인하셔 가지고 주소지 관할 구 관할에 있는 수도 사업소쪽으로 전화주시면 되는데 제가 만약에 지금 구 말씀해 주시면은 제가 바로 그 가능한 직통 번호 안내 도와드리겠습니다.
29381,내일 와서 가져가도 돼요?,"네, 내일 오셔도 됩니다"
29382,내일 오후 2시에 가능하세요?,네 가능합니다
29387,내일 아침 열시에 예약 가능한가요?,"네, 예약해드릴게요"
29388,내일 아침 7시에 모닝콜 해주실래요?,"네, 오전 7시에 모닝콜 드릴게요"
29389,내일 아침 7시에 모닝콜 해주실 수 있나요?,네. 아침 7시에 모닝콜 해드릴게요
29390,내일 아침 7시에 모닝콜 가능할까요?,"네, 모닝콜 드릴게요"
29391,내일 아침 10시 예약할 수 있나요?,네
29403,내일 김 원장님 계신가요?,네 원장님 계십니다
29404,내일 그럼 다시 올게요.,네 내일 뵙겠습니다.
29405,내일 가려고 하는데 전화로 예약 가능한가요?,네 가능합니다
29406,내일 2시에 와도 될까요?,네 내일 2시에 뵙겠습니다
29407,내일 2시에 예약하려고 하는데 될까요?,그때는 예약이 꽉 차서 3시에는 가능하십니다.
29412,내용물이 엄청 많네요?,네 신경 써서 하고 있어요
29413,내신반하고 특목반하고는 시험 쳐서 레벨 테스트로?,네 테스로 하는 편이에요
29414,내신대비다 그죠?,네 맞아요
29416,내부에 수납공간이 많은가요?,네. 충분합니다.
29418,내부 한번 볼 수 있나요?,네 가능합니다
29419,내부 청소는 업체에서 해주나요?,네 맞습니다
29422,내맘대로 커피는 샷을 조절 할 수 있는거에요?,네 조절 하는 거에요
29423,내리는데 오분 정도 걸리는데 괜찮으실까요?,네
29425,내과가서 피검사 해보셨어요?,피검사는 예전에 갑상선 검사할 때 해보고 안해봤어요
29427,내가 주인세대에는 살고요?,"네, 직접 사시고요"
29428,내가 전에 한 달 미납을 했는데 하고 나서 자동이체를 시킸는데 한 달 그거 미납 그거는 내야 되는지 안 그라만 그거 통장에서 끊기 나가는지 그거를 한번 알아볼라고예,예 아마 당월요금은 인출이 되었을거구요 체납된 요금은 이번 주 안으로 추가 인출됩니다.
29430,내가 이걸 수도 요금을 일월분을 내가 못 보내고 있는데요 오늘 이월분 내니까 그게 합계가 안 됐다고 일월분을 납부를 못한다고 카던데예,네 일월분은 저희가 체납 고지서를 별도로 발송을 해 드리고 있는데요 일월 요금 십이만 오천구백이십원 고지서를 납부를 해 주셔야 되는데 만약에 고지서 안가지고 계시다면 저희가 가상계좌 송금이 가능한데 대구은행 계좌번호 하나 알려드려도 괜찮으십니까?
29432,내가 버스타다가 장갑을 흘려가지고 그래서 그 장갑있는지 쫌 알아볼려고,선생님 지금 홈페이지 습득물에는 장갑은 예 별도로 칠백오십번 노선에서 예 올린 건 없구요 우주교통 쪽에 그 내일 통화를 한번 해 보셔야 될 것 같은데요
29436,내가 그 그 뭐야 그 저 대구 저 차량 등록소를 전화를 했는데 그쪽 전화 혹시 알아 아세요,네네
29437,낱개 포장 다 되지예?,네
29438,낮은 제품은 없나요?,네 대부분 굽이 높아요
29440,낮에는 초등부 수업하시는가 보죠?,"네 낮에는 초등부, 유치부하고요"
29441,낮에는 둘 세명쯤 오면 미리 예약하면 되겠다 그죠?,네 예약하셔도 되고 열시 이후에는 직원들이 다 있어서 괜찮아요
29444,낮에 나가시나요?,"네, 낮에는 생활해야하니까"
29445,납품도 하나요?,"네, 일반 매장에 커피를 팔기도 해요"
29446,납작 만두는 있어요?,네 있습니다
29447,납작 만두 한 개 주세요,네
29450,남향인가요?,네 남향이고 32평형이고 수리 다 했었어서 깨끗해요
29451,남향인가요?,"네, 층수 높으면 2억 5천만 원 정도 하는데 지금 집값이 많이 내려가서 2천만 원 정도 저렴해요"
29453,남향인 빌라 전세 나온 거 있나요?,네 보여드릴게요
29455,남향이에요?,"네, 남향이에요"
29460,남향에 5층 이상 아파트가 있을까요?,네 많습니다
