,question,answer,label
249839,akkan luxury hotel ücretsiz park imkanı sunuyor mu?,"hayır, akkan luxury hotel ücretsiz park imkanı sunmamaktadır. [kayak ile en güncel fiyatları şimdi alın!](/bodrum-otelleri-akkan-luxury-hotel.2109715.ksp)",no
249856,radisson hotel vancouver airport içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında starlight casino (16 dk. araçla gidiş mesafesi) bulunur. ",no
249861,touhou mystia's izakaya türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
249869,quake iv türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
249953,econohotel.ca içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında montreal casino (14 dk. araçla gidiş mesafesi) bulunur. ",no
250009,martinik şehrinde geçici ehliyete sahip araç kiralayabilir miyim?,"hayır, birlikte çalıştığımız tüm araç kiralama acenteleri geçici ehliyet kabul etmiyor. araç kiralayabilmeniz için tam bir ehliyetinizin olması gerekir. ",no
250038,riad alqimam içinde kumarhane var mı? ,"hayır, bu riad otel kumarhane içermez. ancak yakında casino de marrakech (6 dk. araçla gidiş mesafesi) ve le grand casino de la mamounia (13 dk. araçla gidiş mesafesi) bulunur. ",no
250043,"ilac international college, öğrenciler adına vize ve izin başvurusunda bulunabilir mi?","hayır, kanada öğrenci vizesi başvurunuzu kanada kültür merkezi ile gerçekleştirebilirsiniz. ",no
250074,momenti romani misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
250136,nakitbahis yasal mı?,"hayır, nakitbahis ülkemizde yasal olmayan kaçak bahis sitelerinden biridir.",no
250151,"holiday inn express hotel & suites cross lanes, an ihg hotel içinde kumarhane var mı? ","hayır, bu otel kumarhane içermez. ancak yakında mardi gras kumarhanesi (4 dk. araçla gidiş mesafesi) bulunur. ",no
250152,airport tourist village melbourne içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında crown casino and entertainment complex (24 dk. araçla gidiş mesafesi) bulunur. ",no
250154,sakin ev misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
250165,hotel arion içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında mamaia casino kumarhanesi (24 dk. araçla gidiş mesafesi) bulunur. ",no
250175,baiyoke sky hotel evcil hayvan kabul ediyor mu?,"hayır, baiyoke sky hotel evcil hayvan kabul etmemektedir. [kayak ile en güncel fiyatları şimdi alın!](/bangkok-otelleri-baiyoke-sky-hotel.60186.ksp)",no
250197,"aktif statüde olmayan hatlar (kısıtlı, faturadan kısıtlı ,dondurulmuş, vb.) mobil ödeme servisinden yararlanabilir mi?","hayır, yararlanamaz.",no
250213,di martino residence misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında indiirmli otopark yok. ",no
250238,telefon wi-fi güçlendirme aparatı var mı?,hayır. Şu an için sonradan takarak telefona gelen internet bağlantı gücünü arttırmanızı sağlayacak herhangi bir cihaz bulunmuyor.,no
250297,.hack//g.u. last recode türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
250298,vimeo i̇zlenme satın alırken şifre vermem gerekiyor mu? ,"hayır, sitemiz üzerinden alacağınız hiçbir hizmette şifre verme durumunuz bulunmamaktadır. sizlere bunu teklif eden firmalardan hizmet almamanızı öneririz. ",no
250337,elite world europe hotel havalimanına ücretsiz transfer hizmeti sunuyor mu?,"hayır, elite world europe hotel havalimanına ücretsiz transfer hizmeti sunmamaktadır. [kayak ile en güncel fiyatları şimdi alın!](/%c4%b0stanbul-otelleri-elite-world-europe-hotel.2572920.ksp)",no
250340,samsung galaxy a5 2016 arka kapak değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. samsung galaxy a5 2016 arka kapak değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
250408,the st. george’s park hotel içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında dragonara casino (5 dk. yürüme mesafesi) bulunur. ",no
250430,"ferienwohnungen eder, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
250478,"apartment ""adler-nest"" berlin by kurfürstendamm, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
250489,shumske atp 16145 otobüslerinde elektrik prizi ya da usb çıkışı var mı?,"hayır, shumske atp 16145 otobüslerinde elektrik prizi ya da usb çıkışı yok. pilinizin bitmeyeceğinden emin olmak için bir paket pil getirmenizi ya da otobüs yolculuğunuz boyunca eğlenmeye devam etmek için iyi bir kitap getirmenizi öneririz!",no
250490,la quinta inn & suites lax havalimanına ücretsiz transfer hizmeti sunuyor mu?,"hayır, la quinta inn & suites lax havalimanına ücretsiz transfer hizmeti sunmamaktadır. [kayak ile en güncel fiyatları şimdi alın!](/los-angeles-otelleri-la-quinta-inn-suites-lax.33019.ksp)",no
250491,embassy suites columbus - dublin içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında hollywood casino kumarhanesi (15 dk. araçla gidiş mesafesi) bulunur. ",no
250512,hotel abro necatibey havuza sahip mi?,"hayır, hotel abro necatibey tesis içinde bir havuza sahip değildir.",no
250515,"kooperatif ve yetiştiriciliği birlikleri üyelerinin işletmelerinde kullanılmak üzere süt soğutma tankı, yem karma gibi program kapsamında belirtilen makineler için başvuru yapabilir mi?",hayır. kooperatif ve birlikler çiftlik faaliyetlerinin geliştirilmesi kapsamında tüzel kişilik adına ait işletmelerinde kullanılmak üzere makine talebine ilişkin başvuru yapabilir. ortaklar da kendi adlarına proje sunabilir.,no
250523,"ace, miguel hidal havalimanı (gdl) havaalanında araç kiralama şubesine sahip mi?",hayır (verilerimize göre),no
250529,estrella golf içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino mediterraneo benidorm (7 dk. araçla gidiş mesafesi) bulunur. ",no
250530,"bigblue surf camps - adults only, misafirlerine otelde otopark imkânı sunuyor mu? ","maalesef hayır, ancak araçlar sokağa park edilebilir. ",no
250544,İzlenme gönderen program satıyor musunuz?,"hayır, youtube ile ilgili program/panel satışı yapmıyoruz. ayrıca, bu tür sistemlerin bireysel kullanımı [izlenme satın almaktan](/youtube/izlenme-satin-al) çok daha yüksek maliyetler doğuracaktır.",no
250546,robertshaw country house bed & breakfast içinde kumarhane var mı? ,"hayır, bu oda ve kahvaltı sunan otel kumarhane içermez. ancak yakında live! casino pittsburgh (12 dk. araçla gidiş mesafesi) bulunur. ",no
250555,hotel rössli içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında interlaken casino (13 dk. yürüme mesafesi) bulunur. ",no
250575,riad nora içinde kumarhane var mı? ,"hayır, bu riad otel kumarhane içermez. ancak yakında casino de marrakech (8 dk. araçla gidiş mesafesi) ve le grand casino de la mamounia (19 dk. araçla gidiş mesafesi) bulunur. ",no
250614,intercars sinbad otobüslerinde elektrik prizi ya da usb çıkışı var mı?,"hayır, intercars sinbad otobüslerinde elektrik prizi ya da usb çıkışı yok. varsa yanınızda bir pil paketi getirerek uzun otobüs yolculukları boyunca cihazlarınızı şarj etmenizi öneririz. yolculuğunuz sırasında vakit geçirmek için iyi bir kitap da getirebilirsiniz.",no
250616,aden x66 v2.0 fly more combo drone 360 derece takla atabiliyor mu?,"hayır, 360 derece takla atamazsınız.",no
250658,"hostel spinut, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
250665,flp melnik o.t. otobüs biletinizi yazdırmak gerekiyor mu?,"hayır, flp melnik o.t. biletinizi yazdırmanıza gerek yoktur! otobüse binmek için sadece akıllı telefonunuzdaki e-biletinizi ve geçerli bir fotoğraflı kimliği gösterin. e-biletiniz busbud'dan bilet aldığınız zaman size e-postayla gönderilecektir.",no
250678,"dar assila, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında indirimli otopark yok. ",no
250733,"orpheus studios, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
250780,klasbahis belge istiyor mu?,"hayır, klasbahis üyelerden belge talep etmemektedir.",no
250788,"newport beach hotel, a four sisters inn, misafirlerine otelde otopark imkânı sunuyor mu? ","maalesef hayır, ancak araçlar sokağa park edilebilir. ",no
250820,lovington inn içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında zia park casino (21 dk. araçla gidiş mesafesi) bulunur. ",no
250822,ulsterbus'de kablosuz ağ var mı?,"hayır, ulsterbus otobüslerinde kablosuz ağ yok. en sevdiğiniz filmleri, tv dizilerini ve sesli kitapları indirin ya da otobüs yolculuğunuzun tam olarak keyfini çıkarmak için iyi bir kitap getirin ve müzik dinleyin! bu zamanı ihtiyacınız olan uykuyu uyumak için de kullanabilirsiniz.",no
250852,hani boutique hotel misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
250882,hotel markgraf leipzig içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında spielbank leipzig (19 dk. yürüme mesafesi) bulunur. ",no
250895,bu daire içinde kumarhane var mı? ,"hayır, bu daire kumarhane içermez. ancak yakında torrequebrada kumarhanesi (19 dk. araçla gidiş mesafesi) bulunur. ",no
250934,holiday inn express & suites historic içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında the downs racetrack and casino (10 dk. araçla gidiş mesafesi) ve route 66 kumarhanesi (10 dk. araçla gidiş mesafesi) bulunur. ",no
250942,"holiday inn hotel & suites montreal centre-ville ouest, an ihg hotel içinde kumarhane var mı? ","hayır, bu otel kumarhane içermez. ancak yakında montreal casino (15 dk. araçla gidiş mesafesi) bulunur. ",no
250986,xiaomi mi 9 pro ön kamera değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi mi 9 pro ön kamera değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
250992,residenza a tribute to music içinde kumarhane var mı? ,"hayır, bu misafir evi kumarhane içermez. ancak yakında casino of venice (1 mil uzaklıkta) ve ca' noghera casino of venice (6 mil uzaklıkta) bulunur. ",no
250993,skt. petri içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında casino copenhagen (3 dk. araçla gidiş mesafesi) bulunur. ",no
250997,peninsula all-suite hotel içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında grandwest casino & entertainment world (18 dk. araçla gidiş mesafesi) bulunur. ",no
251012,bileklik üzerindeki yazı yıkamayla çıkar mı?,hayır. tüm bileklik modellerimizi lazer kazıma metoduyla üretildiği için üzerindeki yazı silinmez.,no
251014,wordpress'te yazacağım gönderiler blogger'da da görünecek mi?,hayır. wordpress'te paylaşacağınız yeni gönderiler yalnızca yeni wordpress sitenizde görünür olacak.,no
251033,"e-cert’im birden fazla oda rezervasyonu yapmama izin veriyor, ancak odaları ayrı rezervasyonlarla rezerve etmek istiyorum. bunu yapabilir miyim?","hayır, birden fazla oda için e-cert indiriminden yararlanmak için bir rezervasyon yapılmalıdır. e-cert’ler rezervasyon onayından sonra kapatılır ve birden çok kez kullanılamaz.",no
251077,vtol vr türkçe mi?,"hayır, türkçe dil desteği bulunmamaktadır.",no
251098,cloverleaf suites columbus - dublin içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında hollywood casino kumarhanesi (18 dk. araçla gidiş mesafesi) bulunur. ",no
251107,the grey hotel içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında spielbank hohensyburg kumarhanesi (13 dk. araçla gidiş mesafesi) bulunur. ",no
251112,annville inn bed and breakfast içinde kumarhane var mı? ,"hayır, bu oda ve kahvaltı sunan otel kumarhane içermez. ancak yakında hollywood casino (19 dk. araçla gidiş mesafesi) bulunur. ",no
251115,marseille şehrinde geçici ehliyete sahip araç kiralayabilir miyim?,"hayır, birlikte çalıştığımız tüm araç kiralama acenteleri geçici ehliyet kabul etmiyor. araç kiralayabilmeniz için tam bir ehliyetinizin olması gerekir. ",no
251145,sahte-fake kredi kartı kullanımı yasal mı?,hayır suç teşkil eder.,no
251151,oxford tube'de kablosuz ağ var mı?,"hayır, oxford tube otobüslerinde kablosuz ağ yok! endişe etmeyin, otobüsteki zamanınızı ihtiyacınız olan uykuyu uyumak için kullanabilirsiniz! ayrıca en sevdiğiniz filmleri, tv dizilerini ve sesli kitapları indirebilir ya da iyi bir kitap getirebilirsiniz.",no
251171,cratosslot üyelerinden belge ister mi?,"hayır, cratosslote bahis sitesi belge istemez. cratosslote üyelik ve finans işlemlerinde belge talep etmeyen bir bahis sitesidir.",no
251183,road lodge cape town international airport içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında grandwest casino & entertainment world (8 dk. araçla gidiş mesafesi) bulunur. ",no
251189,xiaomi black shark 3s ses açma kapama tuşu değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi black shark 3s ses açma kapama tuşu değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
251192,bu daire içinde kumarhane var mı? ,"hayır, bu daire kumarhane içermez. ancak yakında golden sun casino (3 dk. yürüme mesafesi) bulunur. ",no
251201,mercure hotel mainz city center içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında kurhaus (16 dk. araçla gidiş mesafesi) bulunur. ",no
251209,oglakcioglu park boutique hotel havalimanına ücretsiz transfer hizmeti sunuyor mu?,"hayır, oglakcioglu park boutique hotel havalimanına ücretsiz transfer hizmeti sunmamaktadır. [kayak ile en güncel fiyatları şimdi alın!](/%c4%b0zmir-otelleri-oglakcioglu-park-boutique-hotel.196257.ksp)",no
251226," kiralık evde parti verebilir, düğün v.b. etkinlikler yapabilir miyim? "," hayır. tüm evlerimizde sıkı bir etkinlik yasak politikamız bulunmaktadır. düğün, parti benzeri bir etkinlik planlıyorsanız,  beklenmedik masraflarınızın oluşmaması için mutlaka bizlerle iletişime geçin. ",no
251257,mng kargo entegrasyonunun bulunduğu abonelik paketine başka entegrasyonlar dahil mi?,hayır; mng kargo entegrasyon aboneliğine başka platform entegrasyonları dahil değildir. bir kargo entegrasyon aboneliği sadece bir mağaza için uygulanmaktadır.,no
251273,riad dar palmyra içinde kumarhane var mı? ,"hayır, bu riad otel kumarhane içermez. ancak yakında casino de marrakech (4 dk. araçla gidiş mesafesi) ve le grand casino de la mamounia (21 dk. araçla gidiş mesafesi) bulunur. ",no
251298,a casa di lucia misafirlerine otopark sunuyor mu?,"hayır, maalesef yakında ücretsiz otopark yok. ",no
251319,xiaomi mi 10 ultra ses açma kapama tuşu değişimi sırasında verilerim ( resimler yada rehber ) gibi bilgilerim silinir mi ?,"hayır. xiaomi mi 10 ultra ses açma kapama tuşu değişimi hizmetinde cep market mağazasında verileriniz silinmez, zarar görmez.",no
251348,"grassmarket hotel, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında indirimli otopark yok. ",no
251372,🎁 bahsegel yatırım bonusu veriyor mu?,hayır. bahsegel sitesi yatırımlarınıza bonus vermemektedir.,no
251392,ardahan otel web sitesi yaptırdığımda her yıl aynı ücreti mi ödeyeceğim?,"hayır, her yıl sadece domain, hosting gibi web sitesini oluşturan ana birimlerin uzatılması ödenmektedir. ",no
251397,"verwöhnhotel kristall, misafirlerine otelde otopark imkânı sunuyor mu? ","hayır, maalesef yakında ücretsiz otopark yok. ",no
251438,"holiday inn downtown - mercy area, an ihg hotel içinde kumarhane var mı? ","hayır, bu otel kumarhane içermez. ancak yakında prairie meadows yarış pisti ve casino (15 dk. araçla gidiş mesafesi) bulunur. ",no
251452,the albany hotel içinde kumarhane var mı? ,"hayır, bu otel kumarhane içermez. ancak yakında suncoast casino ve eğlence dünyası (5 dk. araçla gidiş mesafesi) bulunur. ",no
